UniprotID,Gene_Name,TDL,Biomacromolecule,IDG_Family,IC_Family,IC_Subfamily,IC_Sub-subfamily,IC_protein,TransporterProtein_Type,Gating_Mechanism,Ion_Type,Transported_ion,Topology,Quaternary_Organization,Transmembrane_Regions,Membrane_Topological_Regions,Intramembrane_Regions,NumberOfPfamADomains
P48051,KCNJ6,Tclin,protein,ion channel,inward rectifier-type potassium channel family,KCNJ6 subfamily,,G protein-activated inward rectifier Potassium channel 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,2,4,2,1
Q15842,KCNJ8,Tclin+,protein,ion channel,inward rectifier-type potassium channel family,KCNJ8 subfamily,,ATP-sensitive inward rectifier Potassium channel 8,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,unknown,2,4,2,1
Q92806,KCNJ9,Tgray,protein,ion channel,inward rectifier-type potassium channel family,KCNJ9 subfamily,,G protein-activated inward rectifier Potassium channel 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,2,4,2,1
Q9NPA1,KCNMB3,Tmacro,protein,ion channel,calcium-activated potassium channel auxiliary subunit slowpoke- (slo) family,KCNMB/KCNMB3 subfamily,,Calcium-activated Potassium channel subunit beta-3,auxiliary transport protein,,cation channel,potassium,multi-pass membrane protein,heteromeric,2,3,0,1
Q12791,KCNMA1,Tclin+,protein,ion channel,potassium channel family,calcium-activated subfamily,KCa1.1/KCNMA1 sub-subfamily,Calcium-activated Potassium channel subunit alpha-1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,7,9,1,3
Q16558,KCNMB1,Tmacro,protein,ion channel,calcium-activated potassium channel auxiliary subunit slowpoke- (slo) family,KCNMB/KCNMB1 subfamily,,Calcium-activated Potassium channel subunit beta-1,auxiliary transport protein,,cation channel,potassium,multi-pass membrane protein,heteromeric,2,3,0,1
Q9Y691,KCNMB2,Tmacro,protein,ion channel,calcium-activated potassium channel auxiliary subunit slowpoke- (slo) family,KCNMB/KCNMB2 subfamily,,Calcium-activated Potassium channel subunit beta-2,auxiliary transport protein,,cation channel,potassium,multi-pass membrane protein,heteromeric,2,3,0,2
Q86W47,KCNMB4,Tmacro,protein,ion channel,calcium-activated potassium channel auxiliary subunit slowpoke- (slo) family,KCNMB/KCNMB4 subfamily,,Calcium-activated Potassium channel subunit beta-4,ion channel,,cation channel,potassium,multi-pass membrane protein,heteromeric,2,3,0,1
Q96KK3,KCNS1,Tclin+,protein,ion channel,potassium channel family,S subfamily,Kv9.1/KCNS1 sub-subfamily,Potassium voltage-gated channel subfamily S member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,2
Q9ULS6,KCNS2,Tclin+,protein,ion channel,potassium channel family,S subfamily,Kv9.2/KCNS2 sub-subfamily,Potassium voltage-gated channel subfamily S member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,8,1,2
Q9BQ31,KCNS3,Tclin+,protein,ion channel,potassium channel family,S subfamily,Kv9.3/KCNS3 sub-subfamily,Potassium voltage-gated channel subfamily S member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,8,1,2
P15382,KCNE1,Tchem,protein,ion channel,potassium channel family,KCNE subfamily,,Potassium voltage-gated channel subfamily E member 1,ion channel,voltage-gated,cation channel,potassium,single-pass type I membrane protein,heteromeric,1,1,0,1
Q9Y6J6,KCNE2,Tmacro,protein,ion channel,potassium channel family,KCNE subfamily,,Potassium voltage-gated channel subfamily E member 2,ion channel,voltage-gated,cation channel,potassium,single-pass type I membrane protein,heteromeric,1,1,0,1
Q9Y6H6,KCNE3,Tmacro,protein,ion channel,potassium channel family,KCNE subfamily,,Potassium voltage-gated channel subfamily E member 3,ion channel,voltage-gated,cation channel,potassium,single-pass type I membrane protein,heteromeric,1,1,0,1
Q8WWG9,KCNE4,Tmacro,protein,ion channel,potassium channel family,KCNE subfamily,,Potassium voltage-gated channel subfamily E member 4,ion channel,voltage-gated,cation channel,potassium,single-pass membrane protein,heteromeric,1,2,0,1
P51787,KCNQ1,Tclin+,protein,ion channel,potassium channel family,KQT subfamily,Kv7.1/KCNQ1 sub-subfamily,Potassium voltage-gated channel subfamily KQT member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,7,1,2
O43526,KCNQ2,Tclin+,protein,ion channel,potassium channel family,KQT subfamily,Kv7.2/KCNQ2 sub-subfamily,Potassium voltage-gated channel subfamily KQT member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,7,1,3
O43525,KCNQ3,Tclin+,protein,ion channel,potassium channel family,KQT subfamily,Kv7.3/KCNQ3 sub-subfamily,Potassium voltage-gated channel subfamily KQT member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,1,3
P56696,KCNQ4,Tclin+,protein,ion channel,potassium channel family,KQT subfamily,Kv7.4/KCNQ4 sub-subfamily,Potassium voltage-gated channel subfamily KQT member 4,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,8,1,2
Q9NR82,KCNQ5,Tclin+,protein,ion channel,potassium channel family,KQT subfamily,Kv7.5/KCNQ5 sub-subfamily,Potassium voltage-gated channel subfamily KQT member 5,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,1,2
Q14721,KCNB1,Tclin+,protein,ion channel,potassium channel family,B (Shab) subfamily,Kv2.1/KCNB1 sub-subfamily,Potassium voltage-gated channel subfamily B member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,3
Q92953,KCNB2,Tclin+,protein,ion channel,potassium channel family,B (Shab) subfamily,Kv2.2/KCNB2 sub-subfamily,Potassium voltage-gated channel subfamily B member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,3
Q14722,KCNAB1,Tmacro,protein,ion channel,voltage-gated potassium channel -subunit (kv) family,,,voltage-gated Potassium channel subunit beta-1,auxiliary transport protein,voltage-gated,cation channel,potassium,,heteromeric,0,0,0,1
Q13303,KCNAB2,Tgray,protein,ion channel,voltage-gated potassium channel -subunit (kv) family,,,voltage-gated Potassium channel subunit beta-2,auxiliary transport protein,voltage-gated,cation channel,potassium,,heteromeric,0,0,0,1
O43448,KCNAB3,Tgray,protein,ion channel,voltage-gated potassium channel -subunit (kv) family,,,voltage-gated Potassium channel subunit beta-3,auxiliary transport protein,voltage-gated,cation channel,potassium,,heteromeric,0,0,0,1
Q09470,KCNA1,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.1/KCNA1 sub-subfamily,Potassium voltage-gated channel subfamily A member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,2
Q16322,KCNA10,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.8/KCNA10 sub-subfamily,Potassium voltage-gated channel subfamily A member 10,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,0,0,2
P16389,KCNA2,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.2/KCNA2 sub-subfamily,Potassium voltage-gated channel subfamily A member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,2
P22001,KCNA3,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.3/KCNA3 sub-subfamily,Potassium voltage-gated channel subfamily A member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,7,0,2
P22459,KCNA4,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.4/KCNA4 sub-subfamily,Potassium voltage-gated channel subfamily A member 4,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,3
P22460,KCNA5,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.5/KCNA5 sub-subfamily,Potassium voltage-gated channel subfamily A member 5,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,2
P17658,KCNA6,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.6/KCNA6 sub-subfamily,Potassium voltage-gated channel subfamily A member 6,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,2
Q96RP8,KCNA7,Tclin+,protein,ion channel,potassium channel family,A (Shaker) subfamily,Kv1.7/KCNA7 sub-subfamily,Potassium voltage-gated channel subfamily A member 7,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,0,0,2
Q9NSA2,KCND1,Tclin+,protein,ion channel,potassium channel family,D (Shal) subfamily,Kv4.1/KCND1 sub-subfamily,Potassium voltage-gated channel subfamily D member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,4,1,4
Q9NZV8,KCND2,Tclin+,protein,ion channel,potassium channel family,D (Shal) subfamily,Kv4.2/KCND2 sub-subfamily,Potassium voltage-gated channel subfamily D member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,4,1,4
Q9UK17,KCND3,Tclin+,protein,ion channel,potassium channel family,D (Shal) subfamily,Kv4.3/KCND3 sub-subfamily,Potassium voltage-gated channel subfamily D member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,4,1,4
P48547,KCNC1,Tclin+,protein,ion channel,potassium channel family,C (Shaw) subfamily,Kv3.1/KCNC1 sub-subfamily,Potassium voltage-gated channel subfamily C member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,0,2
Q96PR1,KCNC2,Tclin+,protein,ion channel,potassium channel family,C (Shaw) subfamily,Kv3.2/KCNC2 sub-subfamily,Potassium voltage-gated channel subfamily C member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,4,0,2
Q14003,KCNC3,Tclin+,protein,ion channel,potassium channel family,C (Shaw) subfamily,Kv3.3/KCNC3 sub-subfamily,Potassium voltage-gated channel subfamily C member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,0,3
Q03721,KCNC4,Tclin+,protein,ion channel,potassium channel family,C (Shaw) subfamily,Kv3.4/KCNC4 sub-subfamily,Potassium voltage-gated channel subfamily C member 4,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,homomeric,6,4,0,3
Q9H3M0,KCNF1,Tclin+,protein,ion channel,potassium channel family,F subfamily,Kv5.1/KCNF1 sub-subfamily,Potassium voltage-gated channel subfamily F member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,2
Q9UIX4,KCNG1,Tclin+,protein,ion channel,potassium channel family,G subfamily,Kv6.1/KCNG1 sub-subfamily,Potassium voltage-gated channel subfamily G member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,2
Q9UJ96,KCNG2,Tclin+,protein,ion channel,potassium channel family,G subfamily,Kv6.2/KCNG2 sub-subfamily,Potassium voltage-gated channel subfamily G member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,3,1,2
Q8TAE7,KCNG3,Tclin+,protein,ion channel,potassium channel family,G subfamily,Kv6.3/KCNG3 sub-subfamily,Potassium voltage-gated channel subfamily G member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,2
Q8TDN1,KCNG4,Tclin+,protein,ion channel,potassium channel family,G subfamily,Kv6.4/KCNG4 sub-subfamily,Potassium voltage-gated channel subfamily G member 4,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,heteromeric,6,4,1,2
O95259,KCNH1,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv10.1/KCNH1 sub-subfamily,Potassium voltage-gated channel subfamily H member 1,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q12809,KCNH2,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv11.1/KCNH2 sub-subfamily,Potassium voltage-gated channel subfamily H member 2,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q9ULD8,KCNH3,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv12.2/KCNH3 sub-subfamily,Potassium voltage-gated channel subfamily H member 3,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q9UQ05,KCNH4,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv12.3/KCNH4 sub-subfamily,Potassium voltage-gated channel subfamily H member 4,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,2
Q8NCM2,KCNH5,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv10.2/KCNH5 sub-subfamily,Potassium voltage-gated channel subfamily H member 5,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q9H252,KCNH6,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv11.2/KCNH6 sub-subfamily,Potassium voltage-gated channel subfamily H member 6,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q9NS40,KCNH7,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv11.3/KCNH7 sub-subfamily,Potassium voltage-gated channel subfamily H member 7,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
Q96L42,KCNH8,Tclin+,protein,ion channel,potassium channel family,H (Eag) subfamily,Kv12.1/KCNH8 sub-subfamily,Potassium voltage-gated channel subfamily H member 8,ion channel,voltage-gated,cation channel,potassium,multi-pass membrane protein,bimeric,6,8,1,3
P51575,P2RX1,Tclin,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 1,ion channel,ligand-gated,cation channel,calcium,multi-pass membrane protein,bimeric,2,3,0,1
Q9UBL9,P2RX2,Tchem,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 2,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,homomeric,2,3,0,1
P56373,P2RX3,Tchem,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 3,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,bimeric,2,3,0,1
Q99571,P2RX4,Tclin,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 4,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,bimeric,2,3,0,1
Q93086,P2RX5,Tchem,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 5,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,bimeric,2,3,0,2
O15547,P2RX6,Tchem,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 6,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,monomer,2,3,0,1
Q99572,P2RX7,Tchem,protein,ion channel,atp-gated p2x receptor cation channel (p2x receptor) family,,,P2X purinoceptor 7,ion channel,ligand-gated,cation channel,cation,multi-pass membrane protein,bimeric,2,3,0,1
P21817,RYR1,Tclin+,protein,ion channel,"ryanodine-inositol 1,4,5-triphosphate receptor calcium channel (rir-cac) family",RYR1 subfamily,,Ryanodine receptor 1,ion channel,ligand-gated/voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,8,2,1,15
Q92736,RYR2,Tclin+,protein,ion channel,"ryanodine-inositol 1,4,5-triphosphate receptor calcium channel (rir-cac) family",RYR2 subfamily,,Ryanodine receptor 2,ion channel,ligand-gated/voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,6,2,1,14
Q15413,RYR3,Tclin+,protein,ion channel,"ryanodine-inositol 1,4,5-triphosphate receptor calcium channel (rir-cac) family",RYR3 subfamily,,Ryanodine receptor 3,ion channel,ligand-gated/voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,7,2,1,14
P37088,SCNN1A,Tclin+,protein,ion channel,amiloride-sensitive sodium channel family,SCNN1A subfamily,,Amiloride-sensitive Sodium channel subunit alpha,ion channel,ligand-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,2,3,0,1
P51168,SCNN1B,Tclin+,protein,ion channel,amiloride-sensitive sodium channel family,SCNN1B subfamily,,Amiloride-sensitive Sodium channel subunit beta,ion channel,ligand-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,2,3,0,1
P51172,SCNN1D,Tmacro,protein,ion channel,amiloride-sensitive sodium channel family,SCNN1D subfamily,,Amiloride-sensitive Sodium channel subunit delta,ion channel,ligand-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,2,3,0,1
P51170,SCNN1G,Tclin+,protein,ion channel,amiloride-sensitive sodium channel family,SCNN1G subfamily,,Amiloride-sensitive Sodium channel subunit gamma,ion channel,ligand-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,2,3,0,1
Q9UQD0,SCN8A,Tclin+,protein,ion channel,sodium channel family,Nav1.6/SCN8A subfamily,,Sodium channel protein type 8 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,7
P35498,SCN1A,Tclin+,protein,ion channel,sodium channel family,Nav1.1/SCN1A subfamily,,Sodium channel protein type 1 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,6
Q07699,SCN1B,Tclin+,protein,ion channel,sodium channel auxiliary subunit 1-4 (sca-) family,SCN1B family,,Sodium channel subunit beta-1,auxiliary transport protein,voltage-gated,cation channel,sodium,single-pass type I membrane protein,heteromeric,1,2,0,1
Q99250,SCN2A,Tclin+,protein,ion channel,sodium channel family,Nav1.2/SCN2A subfamily,,Sodium channel protein type 2 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,6
O60939,SCN2B,Tclin+,protein,ion channel,sodium channel auxiliary subunit 1-4 (sca-) family,SCN2B family,,Sodium channel subunit beta-2,auxiliary transport protein,voltage-gated,cation channel,sodium,single-pass type I membrane protein,heteromeric,1,2,0,1
Q9NY46,SCN3A,Tclin+,protein,ion channel,sodium channel family,Nav1.3/SCN3A subfamily,,Sodium channel protein type 3 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,6
Q9NY72,SCN3B,Tclin+,protein,ion channel,sodium channel auxiliary subunit 1-4 (sca-) family,SCN3B family,,Sodium channel subunit beta-3,auxiliary transport protein,voltage-gated,cation channel,sodium,single-pass type I membrane protein,heteromeric,1,2,0,1
P35499,SCN4A,Tclin+,protein,ion channel,sodium channel family,Nav1.4/SCN4A subfamily,,Sodium channel protein type 4 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,5
Q8IWT1,SCN4B,Tclin+,protein,ion channel,sodium channel auxiliary subunit 1-4 (sca-) family,SCN4B family,,Sodium channel subunit beta-4,auxiliary transport protein,voltage-gated,cation channel,sodium,single-pass type I membrane protein,heteromeric,1,2,0,1
Q15858,SCN9A,Tclin+,protein,ion channel,sodium channel family,Nav1.7/SCN9A subfamily,,Sodium channel protein type 9 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,0,0,6
Q14524,SCN5A,Tclin+,protein,ion channel,sodium channel family,Nav1.5/SCN5A subfamily,,Sodium channel protein type 5 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,25,0,6
Q01118,SCN7A,Tclin+,protein,ion channel,sodium channel family,SCN7A subfamily,,Sodium channel protein type 7 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,unknown,24,25,0,5
Q9Y5Y9,SCN10A,Tclin+,protein,ion channel,sodium channel family,Nav1.8/SCN10A subfamily,,Sodium channel protein type 10 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,0,0,5
Q9UI33,SCN11A,Tclin+,protein,ion channel,sodium channel family,Nav1.9/SCN11A subfamily,,Sodium channel protein type 11 subunit alpha,ion channel,voltage-gated,cation channel,sodium,multi-pass membrane protein,heteromeric,24,0,0,5
Q8IZF0,NALCN,Tmacro,protein,ion channel,cation-nonselective channel family,,,Sodium leak channel non-selective protein,ion channel,voltage-gated,cation channel,calcium; sodium,multi-pass membrane protein,heteromeric,24,25,0,4
Q9H2B4,SLC26A1,Tmacro,protein,ion channel,SLC26A/SulP transporter family,,,Sulfate anion transporter 1,electrochemical potential-driven transporter,,anion channel,"chloride, sulfate, oxalate",multi-pass membrane protein,unknown,9,0,0,3
Q9BXS9,SLC26A6,Tmacro,protein,ion channel,SLC26A/SulP transporter family,,,Solute carrier family 26 member 6,electrochemical potential-driven transporter,,anion channel,"chloride, sulfate, bicarbonate, oxalate",multi-pass membrane protein,heteromeric,8,9,0,3
O75762,TRPA1,Tclin+,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,,,Transient receptor potential cation channel subfamily A member 1,ion channel,ligand-gated/voltage-gated/mechanically-gated/temperature-gated/other,cation channel,"calcium, cation",multi-pass membrane protein,homomeric,6,7,0,7
P48995,TRPC1,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC1 sub-subfamily,Short transient receptor potential channel 1,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,6,0,3
Q13507,TRPC3,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC3 sub-subfamily,Short transient receptor potential channel 3,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,7,0,3
Q9UBN4,TRPC4,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC4 sub-subfamily,Short transient receptor potential channel 4,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,7,0,4
Q9UL62,TRPC5,Tclin,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC5 sub-subfamily,Short transient receptor potential channel 5,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,7,0,4
Q9Y210,TRPC6,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC6 sub-subfamily,Short transient receptor potential channel 6,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,7,0,3
Q9HCX4,TRPC7,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,STrpC subfamily,TRPC7 sub-subfamily,Short transient receptor potential channel 7,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,7,0,3
Q7Z4N2,TRPM1,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM1 sub-subfamily,Transient receptor potential cation channel subfamily M member 1,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,unknown,9,10,0,1
O94759,TRPM2,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM2 sub-subfamily,Transient receptor potential cation channel subfamily M member 2,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, sodium, cation",multi-pass membrane protein,heteromeric,6,7,0,1
Q9HCF6,TRPM3,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM3 sub-subfamily,Transient receptor potential cation channel subfamily M member 3,ion channel,ligand-gated/voltage-gated/temperature-gated,cation channel,"calcium, cation",multi-pass membrane protein,unknown,7,7,0,1
Q8TD43,TRPM4,Tclin,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM4 sub-subfamily,Transient receptor potential cation channel subfamily M member 4,ion channel,voltage-gated,cation channel,"calcium, sodium, potassium, Lithium, cation",multi-pass membrane protein,homomeric,6,8,1,1
Q96QT4,TRPM7,Tmacro,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM7 sub-subfamily,Transient receptor potential cation channel subfamily M member 7,ion channel,voltage-gated,cation channel,"calcium, magnesium, cation",multi-pass membrane protein,homomeric,6,8,1,2
Q7Z2W7,TRPM8,Tclin+,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,LTrpC subfamily,TRPM8 sub-subfamily,Transient receptor potential cation channel subfamily M member 8,ion channel,voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,homomeric,6,7,0,1
Q8NER1,TRPV1,Tclin+,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV1 sub-subfamily,Transient receptor potential cation channel subfamily V member 1,ion channel,ligand-gated,cation channel,"calcium, cation",multi-pass membrane protein,homomeric,6,7,1,1
Q9Y5S1,TRPV2,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV2 sub-subfamily,Transient receptor potential cation channel subfamily V member 2,ion channel,ligand-gated/voltage-gated,cation channel,"calcium, cation",multi-pass membrane protein,homomeric,6,6,1,2
Q8NET8,TRPV3,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV3 sub-subfamily,Transient receptor potential cation channel subfamily V member 3,ion channel,voltage-gated/temperature-gated,cation channel,"calcium, cation",multi-pass membrane protein,heteromeric,6,6,1,4
Q9HBA0,TRPV4,Tclin+,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV4 sub-subfamily,Transient receptor potential cation channel subfamily V member 4,ion channel,voltage-gated/mechanically-gated,cation channel,"calcium, cation",multi-pass membrane protein,homomeric,6,6,1,2
Q9NQA5,TRPV5,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV5 sub-subfamily,Transient receptor potential cation channel subfamily V member 5,ion channel,voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,6,6,1,2
Q9H1D0,TRPV6,Tchem,protein,ion channel,transient receptor potential calcium channel (TRP-CC) family,TrpV subfamily,TRPV6 sub-subfamily,Transient receptor potential cation channel subfamily V member 6,ion channel,voltage-gated,cation channel,calcium,multi-pass membrane protein,homomeric,6,6,1,3
Q8TDI8,TMC1,Tmacro,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 1,ion channel,voltage-gated,,calcium,multi-pass membrane protein,unknown,6,7,0,1
Q8TDI7,TMC2,Tdark,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 2,ion channel,voltage-gated,,,multi-pass membrane protein,unknown,6,7,0,1
Q7Z5M5,TMC3,Tdark,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 3,ion channel,,,,multi-pass membrane protein,unknown,10,11,0,1
Q7Z404,TMC4,Tdark,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 4,ion channel,,,,multi-pass membrane protein,unknown,9,10,0,1
Q6UXY8,TMC5,Tdark,protein,ion channel,transmembrane channel (TMC) family,,,Transmembrane channel-like protein 5,ion channel,,,,multi-pass membrane protein,unknown,10,11,0,1
Q7Z403,TMC6,Tmacro,protein,ion channel,calcium-dependent chloride channel (ca-clc) family,,,Transmembrane channel-like protein 6,ion channel,,anion channel,,multi-pass membrane protein,unknown,10,5,0,1
